time,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,et0_fao_evapotranspiration,region,latitude_requested,longitude_requested,latitude_returned,longitude_returned,elevation_m,date,year,month,region_normalised
2015-05-12,18.1,13.9,21.8,0.0,0.0,3.73,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-12,2015,5,centre - val de loire
2015-05-13,16.2,9.6,23.1,3.0,3.0,3.58,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-13,2015,5,centre - val de loire
2015-05-14,14.1,10.7,16.8,3.5,3.5,2.2,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-14,2015,5,centre - val de loire
2015-05-15,11.6,6.9,15.5,0.0,0.0,2.25,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-15,2015,5,centre - val de loire
2015-05-16,12.4,6.2,17.1,0.0,0.0,1.68,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-16,2015,5,centre - val de loire
2015-05-17,13.6,7.2,19.2,0.0,0.0,4.08,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-17,2015,5,centre - val de loire
2015-05-18,13.9,5.5,20.1,0.0,0.0,4.31,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-18,2015,5,centre - val de loire
2015-05-19,10.6,6.4,14.9,1.7,1.7,2.81,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-19,2015,5,centre - val de loire
2015-05-20,9.2,4.7,13.6,3.2,3.2,2.93,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-20,2015,5,centre - val de loire
2015-05-21,11.2,4.0,17.2,0.2,0.2,3.37,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-21,2015,5,centre - val de loire
2015-05-22,13.2,6.8,18.7,0.0,0.0,3.6,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-22,2015,5,centre - val de loire
2015-05-23,15.0,9.6,19.8,0.0,0.0,2.99,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-23,2015,5,centre - val de loire
2015-05-24,16.3,11.5,20.6,0.0,0.0,3.98,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-24,2015,5,centre - val de loire
2015-05-25,15.6,12.7,19.8,1.4,1.4,2.68,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-25,2015,5,centre - val de loire
2015-05-26,14.0,10.5,17.4,0.0,0.0,2.65,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-26,2015,5,centre - val de loire
2015-05-27,15.3,8.4,21.4,0.0,0.0,3.96,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-27,2015,5,centre - val de loire
2015-05-28,15.3,9.2,20.7,0.0,0.0,3.95,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-28,2015,5,centre - val de loire
2015-05-29,15.3,12.1,19.3,0.2,0.2,3.29,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-29,2015,5,centre - val de loire
2015-05-30,15.4,12.5,19.9,0.2,0.2,3.35,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-30,2015,5,centre - val de loire
2015-05-31,15.7,12.0,18.9,0.6,0.6,2.05,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-05-31,2015,5,centre - val de loire
2015-06-01,13.4,9.2,18.0,0.8,0.8,3.31,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-01,2015,6,centre - val de loire
2015-06-02,17.5,11.3,24.5,0.7,0.7,5.23,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-02,2015,6,centre - val de loire
2015-06-03,17.4,14.6,21.4,0.0,0.0,2.99,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-03,2015,6,centre - val de loire
2015-06-04,19.7,10.4,28.6,0.0,0.0,5.52,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-04,2015,6,centre - val de loire
2015-06-05,24.5,16.6,32.9,1.2,1.2,5.93,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-05,2015,6,centre - val de loire
2015-06-06,17.4,12.5,23.1,0.0,0.0,4.71,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-06,2015,6,centre - val de loire
2015-06-07,16.3,10.3,22.0,0.0,0.0,5.58,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-07,2015,6,centre - val de loire
2015-06-08,15.9,9.9,20.9,0.0,0.0,5.63,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-08,2015,6,centre - val de loire
2015-06-09,15.6,10.8,20.1,0.0,0.0,4.83,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-09,2015,6,centre - val de loire
2015-06-10,17.2,12.4,22.7,0.9,0.9,4.58,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-10,2015,6,centre - val de loire
2015-06-11,22.3,15.6,29.0,0.8,0.8,5.63,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-11,2015,6,centre - val de loire
2015-06-12,20.5,17.4,23.8,0.1,0.1,4.17,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-12,2015,6,centre - val de loire
2015-06-13,19.6,14.7,24.9,0.0,0.0,4.71,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-13,2015,6,centre - val de loire
2015-06-14,18.8,14.9,22.7,0.4,0.4,4.21,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-14,2015,6,centre - val de loire
2015-06-15,17.5,15.2,20.4,3.0,3.0,2.23,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-15,2015,6,centre - val de loire
2015-06-16,17.5,12.6,22.2,0.0,0.0,5.07,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-16,2015,6,centre - val de loire
2015-06-17,17.8,9.9,24.9,0.0,0.0,5.3,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-17,2015,6,centre - val de loire
2015-06-18,18.0,14.6,21.2,0.6,0.6,2.03,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-18,2015,6,centre - val de loire
2015-06-19,17.1,10.1,22.5,0.0,0.0,4.37,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-19,2015,6,centre - val de loire
2015-06-20,16.8,9.0,22.2,0.0,0.0,3.3,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-20,2015,6,centre - val de loire
2015-06-21,19.3,15.1,23.5,0.2,0.2,3.78,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-21,2015,6,centre - val de loire
2015-06-22,16.0,9.4,21.1,1.5,1.5,3.33,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-22,2015,6,centre - val de loire
2015-06-23,14.8,8.5,19.7,0.0,0.0,3.41,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-23,2015,6,centre - val de loire
2015-06-24,17.1,8.1,24.6,0.0,0.0,5.21,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-24,2015,6,centre - val de loire
2015-06-25,20.8,11.6,28.1,0.0,0.0,5.35,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-25,2015,6,centre - val de loire
2015-06-26,23.8,14.5,32.0,0.0,0.0,6.47,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-26,2015,6,centre - val de loire
2015-06-27,21.4,16.1,25.9,0.2,0.2,5.29,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-27,2015,6,centre - val de loire
2015-06-28,22.3,12.4,30.6,0.0,0.0,6.3,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-28,2015,6,centre - val de loire
2015-06-29,22.2,14.8,28.9,0.0,0.0,6.15,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-29,2015,6,centre - val de loire
2015-06-30,25.6,15.9,34.3,0.0,0.0,7.47,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-06-30,2015,6,centre - val de loire
2015-07-01,29.1,19.4,38.4,0.4,0.4,7.72,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-01,2015,7,centre - val de loire
2015-07-02,25.9,20.5,32.8,1.0,1.0,5.38,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-02,2015,7,centre - val de loire
2015-07-03,26.7,17.8,36.2,0.0,0.0,6.69,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-03,2015,7,centre - val de loire
2015-07-04,26.8,21.7,30.6,0.2,0.2,5.81,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-04,2015,7,centre - val de loire
2015-07-05,22.3,18.9,26.4,17.5,17.5,3.78,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-05,2015,7,centre - val de loire
2015-07-06,22.4,13.6,30.7,0.0,0.0,5.66,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-06,2015,7,centre - val de loire
2015-07-07,22.3,16.0,27.0,0.2,0.2,5.02,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-07,2015,7,centre - val de loire
2015-07-08,18.1,14.4,20.5,0.1,0.1,3.64,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-08,2015,7,centre - val de loire
2015-07-09,17.8,11.7,23.6,0.0,0.0,4.38,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-09,2015,7,centre - val de loire
2015-07-10,20.2,10.2,29.0,0.0,0.0,6.76,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-10,2015,7,centre - val de loire
2015-07-11,21.3,13.3,27.3,0.0,0.0,6.42,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-11,2015,7,centre - val de loire
2015-07-12,19.5,12.8,24.8,0.0,0.0,4.36,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-12,2015,7,centre - val de loire
2015-07-13,21.3,16.1,26.3,0.0,0.0,4.18,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-13,2015,7,centre - val de loire
2015-07-14,20.7,14.8,26.6,0.0,0.0,4.0,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-14,2015,7,centre - val de loire
2015-07-15,23.1,14.1,31.4,0.0,0.0,5.21,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-15,2015,7,centre - val de loire
2015-07-16,27.2,16.3,37.2,0.0,0.0,7.51,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-16,2015,7,centre - val de loire
2015-07-17,24.1,18.3,29.9,0.0,0.0,6.0,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-17,2015,7,centre - val de loire
2015-07-18,23.1,16.7,29.9,3.8,3.8,4.92,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-18,2015,7,centre - val de loire
2015-07-19,21.5,17.0,25.6,3.6,3.6,3.7,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-19,2015,7,centre - val de loire
2015-07-20,22.4,19.2,26.0,1.1,1.1,2.62,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-20,2015,7,centre - val de loire
2015-07-21,23.6,17.6,30.2,0.0,0.0,4.79,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-21,2015,7,centre - val de loire
2015-07-22,22.6,19.2,27.0,0.4,0.4,4.55,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-22,2015,7,centre - val de loire
2015-07-23,20.6,16.8,24.9,0.0,0.0,3.89,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-23,2015,7,centre - val de loire
2015-07-24,20.7,15.0,26.9,1.3,1.3,4.6,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-24,2015,7,centre - val de loire
2015-07-25,18.4,15.0,21.9,0.8,0.8,4.14,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-25,2015,7,centre - val de loire
2015-07-26,14.4,10.2,19.2,6.1,6.1,1.71,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-26,2015,7,centre - val de loire
2015-07-27,18.9,15.8,22.8,0.7,0.7,4.03,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-27,2015,7,centre - val de loire
2015-07-28,15.6,12.8,19.3,2.0,2.0,3.03,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-28,2015,7,centre - val de loire
2015-07-29,16.4,12.1,21.6,0.7,0.7,4.25,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-29,2015,7,centre - val de loire
2015-07-30,16.0,9.2,21.0,0.0,0.0,4.07,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-30,2015,7,centre - val de loire
2015-07-31,16.8,9.1,23.0,0.0,0.0,5.13,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-07-31,2015,7,centre - val de loire
2015-08-01,20.0,14.1,25.7,0.0,0.0,5.59,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-01,2015,8,centre - val de loire
2015-08-02,21.7,10.8,30.9,0.0,0.0,6.3,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-02,2015,8,centre - val de loire
2015-08-03,25.4,15.4,34.3,0.0,0.0,6.61,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-03,2015,8,centre - val de loire
2015-08-04,21.2,17.7,25.1,4.2,4.2,5.03,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-04,2015,8,centre - val de loire
2015-08-05,22.2,12.1,31.7,0.0,0.0,5.48,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-05,2015,8,centre - val de loire
2015-08-06,23.3,16.6,30.1,0.0,0.0,4.99,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-06,2015,8,centre - val de loire
2015-08-07,23.1,15.7,29.1,0.5,0.5,5.15,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-07,2015,8,centre - val de loire
2015-08-08,22.1,17.2,26.9,0.6,0.6,3.38,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-08,2015,8,centre - val de loire
2015-08-09,20.8,16.9,23.7,3.0,3.0,2.03,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-09,2015,8,centre - val de loire
2015-08-10,22.0,14.5,29.4,0.0,0.0,4.92,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-10,2015,8,centre - val de loire
2015-08-11,24.4,17.5,30.2,0.0,0.0,5.63,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-11,2015,8,centre - val de loire
2015-08-12,26.5,20.3,34.1,0.9,0.9,5.9,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-12,2015,8,centre - val de loire
2015-08-13,23.5,18.2,26.6,6.1,6.1,2.94,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-13,2015,8,centre - val de loire
2015-08-14,18.8,16.4,23.8,12.4,12.4,2.57,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-14,2015,8,centre - val de loire
2015-08-15,17.4,14.6,20.9,2.6,2.6,3.76,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-15,2015,8,centre - val de loire
2015-08-16,17.0,12.1,21.5,0.0,0.0,3.14,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-16,2015,8,centre - val de loire
2015-08-17,18.0,15.1,21.6,0.0,0.0,2.97,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-17,2015,8,centre - val de loire
2015-08-18,17.5,12.2,22.2,0.0,0.0,3.47,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-18,2015,8,centre - val de loire
2015-08-19,19.5,12.5,25.5,0.0,0.0,3.85,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-19,2015,8,centre - val de loire
2015-08-20,20.4,15.2,25.7,0.1,0.1,3.3,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-20,2015,8,centre - val de loire
2015-08-21,22.7,14.6,29.9,0.0,0.0,4.9,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-21,2015,8,centre - val de loire
2015-08-22,23.9,15.3,31.3,0.0,0.0,5.94,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-22,2015,8,centre - val de loire
2015-08-23,20.2,17.5,23.9,7.0,7.0,3.16,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-23,2015,8,centre - val de loire
2015-08-24,17.1,15.1,20.2,8.2,8.2,2.94,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-24,2015,8,centre - val de loire
2015-08-25,16.7,11.1,21.2,0.0,0.0,2.77,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-25,2015,8,centre - val de loire
2015-08-26,22.0,14.7,30.3,0.4,0.4,5.28,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-26,2015,8,centre - val de loire
2015-08-27,16.1,14.6,20.3,18.0,18.0,0.81,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-27,2015,8,centre - val de loire
2015-08-28,17.7,14.2,22.8,2.4,2.4,2.74,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-28,2015,8,centre - val de loire
2015-08-29,23.1,15.0,31.8,0.0,0.0,4.43,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-29,2015,8,centre - val de loire
2015-08-30,26.1,19.9,33.1,0.0,0.0,5.03,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-30,2015,8,centre - val de loire
2015-08-31,23.5,19.8,29.0,6.4,6.4,3.61,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-08-31,2015,8,centre - val de loire
2015-09-01,18.1,14.9,21.0,11.9,11.9,2.64,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-01,2015,9,centre - val de loire
2015-09-02,15.5,9.3,21.3,0.0,0.0,3.47,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-02,2015,9,centre - val de loire
2015-09-03,14.6,9.2,19.5,0.0,0.0,2.99,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-03,2015,9,centre - val de loire
2015-09-04,14.0,9.6,17.5,0.1,0.1,2.48,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-04,2015,9,centre - val de loire
2015-09-05,14.8,10.6,19.0,0.2,0.2,2.65,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-05,2015,9,centre - val de loire
2015-09-06,14.0,10.1,17.9,0.4,0.4,3.36,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-06,2015,9,centre - val de loire
2015-09-07,14.1,7.2,20.0,0.0,0.0,2.93,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-07,2015,9,centre - val de loire
2015-09-08,14.8,10.6,19.6,0.0,0.0,2.47,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-08,2015,9,centre - val de loire
2015-09-09,16.4,9.6,23.7,0.0,0.0,3.96,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-09,2015,9,centre - val de loire
2015-09-10,17.1,10.1,24.1,0.0,0.0,4.21,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-10,2015,9,centre - val de loire
2015-09-11,15.8,6.9,23.4,0.0,0.0,3.64,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-11,2015,9,centre - val de loire
2015-09-12,16.9,14.4,19.3,14.5,14.5,1.14,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-12,2015,9,centre - val de loire
2015-09-13,15.6,12.6,18.8,4.1,4.1,1.34,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-13,2015,9,centre - val de loire
2015-09-14,15.3,12.8,17.3,2.8,2.8,2.76,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-14,2015,9,centre - val de loire
2015-09-15,14.2,11.8,17.4,7.0,7.0,2.03,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-15,2015,9,centre - val de loire
2015-09-16,16.5,13.7,18.5,21.8,21.8,1.68,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-16,2015,9,centre - val de loire
2015-09-17,15.8,13.7,18.2,1.8,1.8,2.37,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-17,2015,9,centre - val de loire
2015-09-18,14.0,10.8,17.9,4.4,4.4,1.88,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-18,2015,9,centre - val de loire
2015-09-19,14.7,12.1,18.9,1.2,1.2,2.11,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-19,2015,9,centre - val de loire
2015-09-20,13.0,8.1,18.5,0.0,0.0,2.34,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-20,2015,9,centre - val de loire
2015-09-21,13.6,8.3,19.0,0.0,0.0,2.68,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-21,2015,9,centre - val de loire
2015-09-22,13.8,11.4,16.1,4.3,4.3,1.8,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-22,2015,9,centre - val de loire
2015-09-23,13.0,10.1,17.5,0.2,0.2,2.1,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-23,2015,9,centre - val de loire
2015-09-24,12.3,7.2,15.8,0.6,0.6,0.97,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-24,2015,9,centre - val de loire
2015-09-25,14.9,12.9,18.3,0.0,0.0,1.95,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-25,2015,9,centre - val de loire
2015-09-26,13.6,9.4,18.5,0.0,0.0,2.53,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-26,2015,9,centre - val de loire
2015-09-27,13.6,7.8,19.3,0.0,0.0,2.99,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-27,2015,9,centre - val de loire
2015-09-28,13.4,8.2,18.9,0.0,0.0,3.5,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-28,2015,9,centre - val de loire
2015-09-29,13.2,8.6,18.5,0.0,0.0,3.57,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-29,2015,9,centre - val de loire
2015-09-30,12.5,7.2,18.4,0.0,0.0,3.09,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-09-30,2015,9,centre - val de loire
2015-10-01,11.5,6.2,16.0,0.0,0.0,3.07,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-01,2015,10,centre - val de loire
2015-10-02,12.4,6.4,19.8,0.0,0.0,2.77,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-02,2015,10,centre - val de loire
2015-10-03,14.7,10.1,19.8,0.2,0.2,2.35,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-03,2015,10,centre - val de loire
2015-10-04,13.0,10.3,16.1,0.7,0.7,1.69,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-04,2015,10,centre - val de loire
2015-10-05,14.9,12.5,17.4,15.6,15.6,0.6,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-05,2015,10,centre - val de loire
2015-10-06,17.1,15.6,20.1,6.7,6.7,1.76,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-06,2015,10,centre - val de loire
2015-10-07,14.1,12.2,16.1,0.0,0.0,2.08,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-07,2015,10,centre - val de loire
2015-10-08,12.3,9.1,15.9,0.0,0.0,1.62,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-08,2015,10,centre - val de loire
2015-10-09,11.5,7.7,15.8,0.2,0.2,1.4,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-09,2015,10,centre - val de loire
2015-10-10,11.6,8.8,16.2,0.0,0.0,1.25,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-10,2015,10,centre - val de loire
2015-10-11,10.5,8.0,13.9,0.0,0.0,1.03,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-11,2015,10,centre - val de loire
2015-10-12,10.8,8.4,15.0,0.0,0.0,1.5,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-12,2015,10,centre - val de loire
2015-10-13,8.8,6.0,12.6,0.0,0.0,1.75,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-13,2015,10,centre - val de loire
2015-10-14,6.3,3.2,9.5,0.9,0.9,1.09,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-14,2015,10,centre - val de loire
2015-10-15,6.0,4.3,8.1,0.8,0.8,0.87,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-15,2015,10,centre - val de loire
2015-10-16,5.6,4.1,7.0,2.1,2.1,0.3,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-16,2015,10,centre - val de loire
2015-10-17,8.8,6.5,12.5,0.0,0.0,0.73,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-17,2015,10,centre - val de loire
2015-10-18,9.3,7.4,11.3,0.0,0.0,0.72,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-18,2015,10,centre - val de loire
2015-10-19,8.8,4.4,13.6,0.0,0.0,1.38,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-19,2015,10,centre - val de loire
2015-10-20,10.1,8.5,12.4,0.0,0.0,0.74,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-20,2015,10,centre - val de loire
2015-10-21,10.2,6.2,14.4,0.5,0.5,1.14,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-21,2015,10,centre - val de loire
2015-10-22,11.9,9.6,14.6,1.5,1.5,0.59,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-22,2015,10,centre - val de loire
2015-10-23,12.1,10.2,14.0,0.0,0.0,0.96,Centre — Val de Loire,47.9029,1.9093,48.0,2.0,116.0,2015-10-23,2015,10,centre - val de loire
